Alt (m);Mach number;Throttle;Power (kW);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;Power (kW)
2000;0;0.689871433;1100000;78.0865;0.94409;0.91529;0.9994;5.3664;0.085895;0.2969647;10;10.298;643.88;0.017785;1485.66;;;1100
2000;0;0.815302603;1300000;75.1471;0.96773;0.95041;0.99957;5.7925;0.097691;0.3085804;10;11.293;656.8;0.01874;1757.37;;;1300
2000;0;0.940733772;1500000;73.481;0.98635;0.9847;0.99971;6.1777;0.11022;0.3155772;10;12.25;670.69;0.019825;2041.59;;;1500
2000;0;1.066164942;1700000;72.5614;1.0051;1.0134;0.99984;6.538;0.12335;0.3195765;10;13.186;684.86;0.020964;2340.17;;;1700
2000;0.2;0.061554557;100020;240.1003;0.72013;0.39303;0.99701;2.1804;0.024015;0.0965802;10;3.622;494.28;0.012238;84;;;100.02
2000;0.2;0.184639055;300020;127.4355;0.81682;0.60283;0.99811;3.2526;0.038233;0.1819661;10;5.6558;558.6;0.01306;287.02;;;300.02
2000;0.2;0.307717398;500010;100.6672;0.85784;0.72328;0.99862;3.9431;0.050334;0.2303525;10;7.0683;589.48;0.014184;486;;;500.01
2000;0.2;0.430795741;700000;88.7688;0.89085;0.80951;0.99895;4.4803;0.062138;0.2612284;10;8.2461;612.41;0.01541;689.02;;;700
2000;0.2;0.553880239;900000;81.9209;0.91626;0.86499;0.9992;4.9479;0.073729;0.283065;10;9.3059;629.89;0.016557;899.6;;;900
2000;0.2;0.676964736;1100000;77.6397;0.9417;0.91016;0.9994;5.3797;0.085404;0.2986735;10;10.311;644.94;0.017639;1123.4;;;1100
2000;0.2;0.800049234;1300000;74.7378;0.96494;0.94274;0.99957;5.8069;0.097159;0.3102704;10;11.307;657.8;0.018591;1366.58;;;1300
2000;0.2;0.923133731;1500000;72.9556;0.98411;0.97928;0.99971;6.2072;0.10943;0.3178498;10;12.279;670.83;0.01959;1626.78;;;1500
2000;0.2;1.046218229;1700000;72.0879;1.0028;1.0074;0.99984;6.5679;0.12255;0.321676;10;13.216;685;0.020732;1901.68;;;1700
2000;0.4;0.174877594;300020;124.2718;0.81143;0.57414;0.99811;3.282;0.037283;0.1865986;10;5.6783;561.63;0.012622;65.25;;;300.02
2000;0.4;0.291449056;500010;98.0433;0.85048;0.69632;0.99862;3.9894;0.049022;0.2365172;10;7.1058;591.42;0.013653;217.59;;;500.01
2000;0.4;0.408020518;700000;86.7678;0.88529;0.78082;0.99895;4.5252;0.060738;0.2672529;10;8.2835;614.57;0.014913;384.84;;;700
2000;0.4;0.524597808;900000;80.2713;0.91096;0.84148;0.9992;4.994;0.072244;0.2888821;10;9.3474;632.44;0.016073;564.66;;;900
2000;0.4;0.641175099;1100000;76.1889;0.93406;0.88681;0.9994;5.4273;0.083808;0.3043612;10;10.354;647.43;0.017158;759.76;;;1100
2000;0.4;0.75775239;1300000;73.5461;0.95761;0.92594;0.99957;5.8474;0.09561;0.3152981;10;11.347;661.13;0.018168;974.66;;;1300
2000;0.4;0.874329681;1500000;71.6938;0.97907;0.95662;0.99971;6.2667;0.10754;0.323444;10;12.337;673.06;0.019068;1209.51;;;1500
2000;0.4;0.990906971;1700000;70.646;0.99623;0.99049;0.99984;6.6596;0.1201;0.3282414;10;13.307;685.43;0.020038;1463.31;;;1700
2000;0.4;1.107484262;1900000;70.2618;1.0138;1.017;0.99995;7.0192;0.1335;0.3300363;10;14.252;698.88;0.021132;1734.94;;;1900
2000;0.6;0.379588959;700000;83.267;0.8732;0.7267;0.99895;4.6076;0.058287;0.2784888;10;8.3509;617.57;0.014056;71.39;;;700
2000;0.6;0.488042948;900000;77.419;0.90257;0.79611;0.9992;5.076;0.069677;0.2995251;10;9.4195;636.26;0.015252;220.97;;;900
2000;0.6;0.596496936;1100000;73.74;0.92512;0.8477;0.9994;5.5102;0.081114;0.3144687;10;10.431;651.68;0.016357;388.13;;;1100
2000;0.6;0.704950925;1300000;71.341;0.94547;0.88923;0.99957;5.9319;0.092743;0.3250435;10;11.426;665.42;0.017372;575.41;;;1300
2000;0.6;0.813404913;1500000;69.7938;0.9668;0.92676;0.99971;6.3428;0.10469;0.332249;10;12.412;678.3;0.01834;783.32;;;1500
2000;0.6;0.921858901;1700000;68.7319;0.98667;0.95628;0.99984;6.756;0.11684;0.3373824;10;13.404;689.77;0.019217;1012.03;;;1700
2000;0.6;1.03031289;1900000;68.1307;1.0046;0.98529;0.99995;7.1612;0.12945;0.3403594;10;14.395;700.82;0.020086;1261.83;;;1900
3000;0;0.067168088;100020;229.0666;0.72381;0.41025;0.99701;1.9971;0.022912;0.1012323;10;3.3396;491.17;0.012747;221.69;;;100.02
3000;0;0.201470687;300010;121.1992;0.8146;0.63568;0.99811;3.0274;0.036361;0.1913291;10;5.2714;553.03;0.013346;493.6;;;300.01
3000;0;0.335780001;500010;96.8202;0.86072;0.75962;0.99862;3.6699;0.048411;0.239505;10;6.6079;585.22;0.014658;737.3;;;500.01
3000;0;0.4700826;700000;85.7958;0.89346;0.83627;0.99895;4.1848;0.060057;0.2702805;10;7.7389;607.74;0.015947;979.02;;;700
3000;0;0.604391915;900000;79.575;0.92243;0.89194;0.9992;4.6413;0.071618;0.2914097;10;8.7754;625.58;0.017146;1228.84;;;900
3000;0;0.738701229;1100000;75.6849;0.94959;0.93086;0.9994;5.0789;0.083253;0.3063878;10;9.7811;640.42;0.018214;1496.51;;;1100
3000;0;0.873010543;1300000;73.4922;0.97251;0.97125;0.99957;5.4838;0.09554;0.3155291;10;10.759;655.54;0.019359;1782.28;;;1300
3000;0;1.007319858;1500000;72.3969;0.99375;1.0037;0.99971;5.852;0.1086;0.3203029;10;11.705;671.47;0.02062;2083.05;;;1500
3000;0.2;0.065976253;100020;225.9447;0.72003;0.40523;0.99701;2.0116;0.022599;0.102631;10;3.3501;491.52;0.012483;87.96;;;100.02
3000;0.2;0.197902375;300020;120.2121;0.81273;0.62567;0.99811;3.0374;0.036065;0.1929002;10;5.2798;553.95;0.013192;291.33;;;300.02
3000;0.2;0.329815303;500000;96.0495;0.85812;0.74915;0.99862;3.6832;0.048025;0.2414268;10;6.6186;585.84;0.014489;492.2;;;500
3000;0.2;0.461741425;700000;85.2044;0.8917;0.82853;0.99895;4.1979;0.059643;0.2721565;10;7.7503;608.55;0.015787;699.67;;;700
3000;0.2;0.593667546;900000;79.0878;0.91993;0.88387;0.9992;4.6549;0.071179;0.2932049;10;8.7879;626.4;0.016991;919.34;;;900
3000;0.2;0.725593668;1100000;75.2763;0.94703;0.92423;0.9994;5.0912;0.082804;0.3080511;10;9.7931;641.47;0.018072;1157.76;;;1100
3000;0.2;0.857519789;1300000;72.9916;0.97049;0.96541;0.99957;5.5083;0.094889;0.3176933;10;10.782;655.77;0.019142;1418.04;;;1300
3000;0.2;0.98944591;1500000;71.9299;0.99155;0.99775;0.99971;5.8787;0.10789;0.3223826;10;11.731;671.6;0.020394;1695.08;;;1500
3000;0.2;1.121372032;1700000;71.4067;1.0117;1.031;0.99984;6.241;0.12139;0.3247447;10;12.678;686.76;0.021613;1993.24;;;1700
3000;0.4;0.187711944;300020;117.3301;0.80725;0.59635;0.99811;3.065;0.035201;0.1976384;10;5.3012;556.86;0.012761;86.78;;;300.02
3000;0.4;0.312838641;500010;93.7197;0.85074;0.71494;0.99862;3.7235;0.04686;0.2474287;10;6.6508;587.62;0.013983;244.66;;;500.01
3000;0.4;0.437965338;700000;83.4123;0.88706;0.80331;0.99895;4.2386;0.058389;0.2780036;10;7.7859;610.93;0.015306;418.44;;;700
3000;0.4;0.563098292;900000;77.6117;0.91369;0.86059;0.9992;4.696;0.069851;0.2987814;10;8.8256;628.95;0.016527;608.36;;;900
3000;0.4;0.688231246;1100000;74.0672;0.94004;0.9085;0.9994;5.1271;0.081474;0.3130796;10;9.8278;644.68;0.017657;818.01;;;1100
3000;0.4;0.813364199;1300000;71.771;0.96455;0.94287;0.99957;5.5569;0.093302;0.3230959;10;10.83;658.24;0.018656;1051.72;;;1300
3000;0.4;0.938497153;1500000;70.5067;0.98508;0.98099;0.99971;5.9605;0.10576;0.3288899;10;11.812;672.02;0.019715;1307.37;;;1500
3000;0.4;1.063630107;1700000;70.0746;1.0048;1.0109;0.99984;6.3273;0.11913;0.3309176;10;12.766;687.01;0.02092;1583.32;;;1700
3000;0.6;0.405069151;700000;80.3007;0.87578;0.7532;0.99895;4.3119;0.056211;0.2887763;10;7.8474;614.14;0.014485;129.29;;;700
3000;0.6;0.520803194;900000;75.0567;0.9057;0.82053;0.9992;4.7694;0.067551;0.308952;10;8.8921;633;0.015737;290.05;;;900
3000;0.6;0.636537237;1100000;71.8412;0.92904;0.86998;0.9994;5.2023;0.079025;0.3227806;10;9.8982;648.85;0.016878;472.03;;;1100
3000;0.6;0.752271281;1300000;69.8708;0.95264;0.91324;0.99957;5.6251;0.090832;0.3318831;10;10.897;663.33;0.017942;678.2;;;1300
3000;0.6;0.868005324;1500000;68.6138;0.97521;0.94704;0.99971;6.0469;0.10292;0.3379631;10;11.899;676.24;0.018912;908.33;;;1500
3000;0.6;0.983739367;1700000;67.9515;0.99538;0.98048;0.99984;6.4592;0.11552;0.341257;10;12.899;688.62;0.019871;1162.51;;;1700
3000;0.6;1.09947341;1900000;67.8565;1.0127;1.0113;0.99995;6.8396;0.12893;0.341735;10;13.876;701.93;0.020945;1437.28;;;1900
4000;0;0.072242687;100020;215.2821;0.72327;0.42438;0.99701;1.8434;0.021533;0.1077142;10;3.0899;488.58;0.012979;213.63;;;100.02
4000;0;0.216691947;300010;114.6557;0.81145;0.65964;0.99811;2.8215;0.034397;0.2022484;10;4.9182;549.13;0.013546;482.08;;;300.01
4000;0;0.361141206;500000;92.4565;0.86145;0.78205;0.99862;3.4282;0.046228;0.250809;10;6.1896;581.63;0.014984;725.54;;;500
4000;0;0.505597689;700000;82.4458;0.89508;0.85532;0.99895;3.9261;0.057712;0.2812629;10;7.2843;604.11;0.016335;972.17;;;700
4000;0;0.650054171;900000;76.9092;0.92706;0.90598;0.9992;4.3769;0.069218;0.3015106;10;8.3052;621.95;0.017573;1232.75;;;900
4000;0;0.794510654;1100000;73.7706;0.95541;0.95343;0.9994;4.8087;0.081148;0.3143385;10;9.3097;638.22;0.01875;1517.89;;;1100
4000;0;0.938967136;1300000;72.3531;0.97979;0.99022;0.99957;5.1859;0.094059;0.3204969;10;10.264;656.26;0.020155;1817.93;;;1300
4000;0;1.083423619;1500000;71.6854;1.0029;1.0293;0.99971;5.5544;0.10753;0.3234822;10;11.218;673.4;0.021513;2142.12;;;1500
4000;0.2;0.070961334;100020;212.6089;0.71965;0.41902;0.99701;1.8559;0.021265;0.1090685;10;3.0991;488.98;0.012731;91.71;;;100.02
4000;0.2;0.212855623;300020;113.7323;0.80951;0.6495;0.99811;2.8317;0.034121;0.2038905;10;4.9265;549.98;0.013389;295.8;;;300.02
4000;0.2;0.354735722;500000;91.7774;0.85882;0.77377;0.99862;3.4404;0.045889;0.252665;10;6.2004;582.28;0.01482;499.54;;;500
4000;0.2;0.496630011;700000;81.9275;0.89334;0.84775;0.99895;3.9375;0.057349;0.2830422;10;7.2946;604.97;0.016185;713.3;;;700
4000;0.2;0.638524299;900000;76.5012;0.92479;0.90068;0.9992;4.3868;0.068851;0.3031184;10;8.3146;623.02;0.01744;944.09;;;900
4000;0.2;0.780418588;1100000;73.3177;0.95395;0.94601;0.9994;4.8253;0.080649;0.3162803;10;9.3244;638.81;0.018573;1201.28;;;1100
4000;0.2;0.922312877;1300000;71.8865;0.97763;0.98436;0.99957;5.2096;0.093452;0.322577;10;10.288;656.41;0.019933;1478.12;;;1300
4000;0.2;1.064207166;1500000;71.2537;1.0006;1.0219;0.99971;5.5795;0.10688;0.3254416;10;11.244;673.46;0.021287;1778.75;;;1500
4000;0.4;0.202122212;300010;111.0183;0.80356;0.61962;0.99811;2.8586;0.033306;0.2088748;10;4.9469;552.38;0.012946;107.38;;;300.01
4000;0.4;0.336865863;500010;89.6961;0.85145;0.74293;0.99862;3.4762;0.044849;0.2585278;10;6.2291;584.16;0.014335;271.25;;;500.01
4000;0.4;0.471602776;700000;80.3279;0.8883;0.82464;0.99895;3.9737;0.05623;0.2886783;10;7.3269;607.41;0.015723;453.01;;;700
4000;0.4;0.606346426;900000;75.2048;0.91776;0.88138;0.9992;4.4222;0.067684;0.3083439;10;8.3482;625.78;0.017007;654.97;;;900
4000;0.4;0.741090076;1100000;72.1727;0.94647;0.92441;0.9994;4.8614;0.07939;0.3212979;10;9.3599;641.72;0.018146;883.74;;;1100
4000;0.4;0.875833726;1300000;70.4639;0.97128;0.96805;0.99957;5.2825;0.091603;0.3290895;10;10.359;656.83;0.019269;1138.59;;;1300
4000;0.4;1.010577377;1500000;69.9372;0.99376;1.0019;0.99971;5.6569;0.10491;0.3315678;10;11.322;673.67;0.020606;1416.82;;;1500
4000;0.6;0.310449522;500010;86.1272;0.84056;0.6941;0.99862;3.54;0.043064;0.2692404;10;6.2812;587.25;0.013516;36.05;;;500.01
4000;0.6;0.434620638;700000;77.5658;0.87915;0.78095;0.99895;4.0383;0.054296;0.2989582;10;7.3831;610.98;0.014939;186.17;;;700
4000;0.6;0.558797963;900000;72.9206;0.9087;0.84366;0.9992;4.4871;0.065629;0.3180024;10;8.4084;629.95;0.016251;359.78;;;900
4000;0.6;0.682975289;1100000;70.2346;0.93488;0.89398;0.9994;4.9228;0.077258;0.330164;10;9.4192;646.5;0.017437;560.7;;;1100
4000;0.6;0.807152614;1300000;68.6476;0.96091;0.9342;0.99957;5.3531;0.089242;0.3377966;10;10.43;661.3;0.018523;789.12;;;1300
4000;0.6;0.931329939;1500000;67.8251;0.98429;0.9723;0.99971;5.7768;0.10174;0.3418928;10;11.443;675.1;0.019568;1045.48;;;1500
4000;0.6;1.055507264;1700000;67.7674;1.0042;1.006;0.99984;6.161;0.1152;0.3421841;10;12.426;690.24;0.020777;1325.4;;;1700
5000;0;0.077976144;100020;202.5336;0.72107;0.43868;0.99701;1.6963;0.020258;0.1144942;10;2.8526;486.01;0.013269;205.66;;;100.02
5000;0;0.233889452;300010;108.7555;0.80933;0.67619;0.99811;2.6178;0.032627;0.2132207;10;4.5742;545.25;0.013851;469.72;;;300.01
5000;0;0.38980276;500000;88.4349;0.86126;0.80203;0.99862;3.1994;0.044218;0.2622149;10;5.795;577.81;0.015359;715.45;;;500
5000;0;0.545723864;700000;79.4878;0.89852;0.87478;0.99895;3.6826;0.055642;0.2917295;10;6.8618;600.59;0.016788;969.77;;;700
5000;0;0.701644968;900000;74.6511;0.93327;0.92611;0.9992;4.1361;0.067186;0.3106307;10;7.8822;618.95;0.018053;1246.48;;;900
5000;0;0.857566072;1100000;72.4767;0.96226;0.97161;0.9994;4.5358;0.079724;0.31995;10;8.8583;638.7;0.019533;1544.58;;;1100
5000;0;1.013487175;1300000;71.5979;0.98891;1.0156;0.99957;4.9141;0.093077;0.3238771;10;9.8239;658.19;0.02105;1869.47;;;1300
5000;0.2;0.076637806;100020;200.2854;0.71761;0.43279;0.99701;1.7063;0.020033;0.1157795;10;2.8598;486.45;0.013045;94.81;;;100.02
5000;0.2;0.229882768;300020;107.8918;0.80724;0.66859;0.99811;2.6277;0.032369;0.2149276;10;4.5823;545.92;0.013688;299.08;;;300.02
5000;0.2;0.383112405;500000;87.8357;0.85976;0.79394;0.99862;3.2097;0.043918;0.2640036;10;5.8039;578.59;0.015206;506.97;;;500
5000;0.2;0.536357367;700000;78.999;0.89611;0.86714;0.99895;3.6933;0.055299;0.2935345;10;6.8701;601.38;0.01664;729.64;;;700
5000;0.2;0.689602329;900000;74.2762;0.93075;0.9186;0.9992;4.1465;0.066849;0.3121987;10;7.8928;619.93;0.017916;977.51;;;900
5000;0.2;0.842847291;1100000;72.0018;0.96017;0.96596;0.9994;4.5566;0.079202;0.3220604;10;8.8784;638.84;0.019316;1250.83;;;1100
5000;0.2;0.996092253;1300000;71.1736;0.98664;1.0084;0.99957;4.9367;0.092526;0.325808;10;9.8471;658.25;0.020829;1552.11;;;1300
5000;0.2;1.149337216;1500000;70.9349;1.0116;1.0541;0.99971;5.3066;0.1064;0.3269045;10;10.812;676.58;0.022284;1877.83;;;1500
5000;0.4;0.218434656;300020;105.3444;0.80091;0.64208;0.99811;2.6553;0.031605;0.2201249;10;4.6042;548.08;0.013226;126.53;;;300.02
5000;0.4;0.364033491;500000;85.9903;0.85286;0.7683;0.99862;3.2414;0.042995;0.2696693;10;5.8305;580.57;0.014739;296.96;;;500
5000;0.4;0.509646888;700000;77.6057;0.8908;0.84433;0.99895;3.724;0.054324;0.2988046;10;6.8984;603.95;0.016209;488.9;;;700
5000;0.4;0.655260284;900000;73.1446;0.92377;0.90056;0.9992;4.1756;0.06583;0.3170288;10;7.9215;622.97;0.017518;707.86;;;900
5000;0.4;0.80087368;1100000;70.6513;0.9545;0.94863;0.9994;4.6164;0.077716;0.3282167;10;8.937;639.61;0.018707;957.43;;;1100
5000;0.4;0.946487077;1300000;69.8664;0.97993;0.98881;0.99957;5.0052;0.090826;0.3319038;10;9.9157;658.44;0.020164;1235.75;;;1300
5000;0.4;1.092100473;1500000;69.7199;1.0043;1.0293;0.99971;5.3804;0.10458;0.3326013;10;10.889;676.51;0.021599;1539.8;;;1500
5000;0.6;0.336299435;500010;82.845;0.84189;0.71462;0.99862;3.2963;0.041423;0.2799076;10;5.8753;583.6;0.013962;81.07;;;500.01
5000;0.6;0.470809793;700000;75.1426;0.88325;0.80544;0.99895;3.7814;0.0526;0.3085988;10;6.9502;607.85;0.015455;242.75;;;700
5000;0.6;0.605326877;900000;71.1228;0.91317;0.86724;0.9992;4.2323;0.064011;0.3260406;10;7.9758;627.36;0.016805;433.69;;;900
5000;0.6;0.73984396;1100000;68.9069;0.94287;0.91664;0.9994;4.6715;0.075798;0.3365256;10;8.9923;644.53;0.018028;655.63;;;1100
5000;0.6;0.874361044;1300000;67.7775;0.97072;0.95956;0.99957;5.1105;0.088111;0.3421333;10;10.021;659.89;0.019157;911.19;;;1300
5000;0.6;1.008878128;1500000;67.6868;0.99345;0.99767;0.99971;5.5027;0.10153;0.3425916;10;11.015;677;0.020501;1194.13;;;1500
6000;0;0.084497761;100020;190.4578;0.71689;0.45275;0.99701;1.5545;0.01905;0.1217536;10;2.6244;482.88;0.013616;197.35;;;100.02
6000;0;0.253442595;300000;103.319;0.80746;0.70242;0.99811;2.4302;0.030996;0.2244401;10;4.2597;541.81;0.014172;459.8;;;300
6000;0;0.422404325;500000;84.8118;0.86191;0.82076;0.99862;2.9844;0.042406;0.2734162;10;5.4285;574.16;0.015788;708.26;;;500
6000;0;0.591366056;700000;76.7548;0.90285;0.88849;0.99895;3.462;0.053728;0.302117;10;6.4763;597.04;0.017248;973.14;;;700
6000;0;0.760327786;900000;73.0007;0.94007;0.94657;0.9992;3.9;0.065701;0.3176536;10;7.4871;618.1;0.018724;1267.01;;;900
6000;0;0.929289516;1100000;71.6429;0.97109;0.99587;0.9994;4.2894;0.078807;0.3236738;10;8.4625;640.49;0.020421;1587.62;;;1100
6000;0;1.098251246;1300000;71.2874;1.0003;1.0499;0.99957;4.6643;0.092674;0.3252879;10;9.4372;661.69;0.022076;1938.17;;;1300
6000;0.2;0.083059292;100020;188.5808;0.71375;0.44644;0.99701;1.5627;0.018862;0.1229655;10;2.6303;483.41;0.013412;97.05;;;100.02
6000;0.2;0.249128052;300000;102.5578;0.80539;0.69074;0.99811;2.4384;0.030768;0.226106;10;4.2661;542.44;0.01402;303.25;;;300
6000;0.2;0.41521342;500000;84.2566;0.8603;0.81286;0.99862;2.9934;0.042128;0.2752181;10;5.4349;574.92;0.015641;515.9;;;500
6000;0.2;0.581298788;700000;76.3662;0.90069;0.88326;0.99895;3.47;0.053456;0.3036543;10;6.4839;598.07;0.017121;750.46;;;700
6000;0.2;0.747384155;900000;72.5197;0.93803;0.94124;0.9992;3.9178;0.065268;0.3197604;10;7.5042;618.23;0.018514;1017.5;;;900
6000;0.2;0.913469523;1100000;71.213;0.96879;0.98893;0.9994;4.3088;0.078334;0.3256276;10;8.4817;640.51;0.020206;1313.71;;;1100
6000;0.2;1.079554891;1300000;70.8301;0.99766;1.0407;0.99957;4.6881;0.092079;0.3273882;10;9.4575;661.41;0.021831;1639.98;;;1300
6000;0.4;0.237105825;300010;100.2083;0.79899;0.66406;0.99811;2.4643;0.030063;0.2314072;10;4.2859;544.35;0.013556;145.14;;;300.01
6000;0.4;0.395163202;500000;82.6027;0.85515;0.78979;0.99862;3.0217;0.041302;0.2807284;10;5.4594;577.12;0.015189;322.7;;;500
6000;0.4;0.553228483;700000;75.1262;0.89418;0.86578;0.99895;3.4968;0.052588;0.3086662;10;6.5092;600.78;0.016712;527.31;;;700
6000;0.4;0.711293764;900000;71.3503;0.93083;0.92074;0.9992;3.9536;0.064215;0.325001;10;7.5388;620.37;0.01805;766.7;;;900
6000;0.4;0.869359045;1100000;69.9115;0.96237;0.97051;0.9994;4.3686;0.076903;0.33169;10;8.5413;640.75;0.019563;1041.04;;;1100
6000;0.4;1.027424326;1300000;69.6234;0.99041;1.0163;0.99957;4.7532;0.09051;0.3330624;10;9.5243;661.3;0.021162;1344.97;;;1300
6000;0.6;0.36547767;500010;79.7971;0.84388;0.74423;0.99862;3.0715;0.039899;0.2905987;10;5.5016;580.28;0.014433;124.67;;;500.01
6000;0.6;0.511658504;700000;72.9562;0.88601;0.82877;0.99895;3.5463;0.051069;0.3178472;10;6.5549;604.87;0.016001;299.93;;;700
6000;0.6;0.657846649;900000;69.5988;0.91979;0.89279;0.9992;4.0004;0.062639;0.3331803;10;7.5858;625.29;0.017398;511.48;;;900
6000;0.6;0.804034793;1100000;67.9174;0.95236;0.94027;0.9994;4.4519;0.074709;0.3414286;10;8.6239;642.88;0.018647;760.72;;;1100
6000;0.6;0.950222937;1300000;67.6169;0.9798;0.98526;0.99957;4.8615;0.087902;0.3429457;10;9.6356;661.77;0.020091;1043.79;;;1300
6000;0.6;1.096411081;1500000;68.1415;1.0057;1.0272;0.99971;5.252;0.10221;0.3403058;10;10.649;681.08;0.021625;1368.71;;;1500
7000;0;0.092040121;100020;179.0371;0.71083;0.46949;0.99701;1.4253;0.017908;0.1295203;10;2.4153;479.73;0.01396;190;;;100.02
7000;0;0.276065151;300000;98.2689;0.80593;0.72767;0.99811;2.2497;0.029481;0.2359742;10;3.9583;538.02;0.01456;449.81;;;300
7000;0;0.460108586;500000;81.5485;0.86354;0.84003;0.99862;2.7843;0.040774;0.2843575;10;5.0889;570.7;0.016271;704.26;;;500
7000;0;0.64415202;700000;74.5593;0.90933;0.91092;0.99895;3.2622;0.052192;0.3110132;10;6.1368;594.46;0.017776;986.77;;;700
7000;0;0.828195454;900000;71.9989;0.94802;0.96843;0.9992;3.6754;0.064799;0.3220732;10;7.1316;619.46;0.019589;1299.19;;;900
7000;0;1.012238888;1100000;71.2524;0.98199;1.0287;0.9994;4.063;0.078378;0.3254475;10;8.1147;643.72;0.021434;1645.62;;;1100
7000;0.2;0.090474898;100020;177.5118;0.70806;0.46262;0.99701;1.4317;0.017755;0.1306332;10;2.42;480.37;0.013779;99.23;;;100.02
7000;0.2;0.271370421;300000;97.5815;0.80381;0.71732;0.99811;2.2574;0.029275;0.2376366;10;3.9643;538.62;0.014409;306.77;;;300
7000;0.2;0.452284034;500000;81.075;0.86187;0.83252;0.99862;2.7923;0.040538;0.2860183;10;5.0959;571.48;0.016131;527.39;;;500
7000;0.2;0.633197648;700000;74.193;0.90691;0.9034;0.99895;3.2701;0.051935;0.3125488;10;6.1443;595.38;0.017647;779.69;;;700
7000;0.2;0.814111262;900000;71.5464;0.94582;0.96198;0.9992;3.693;0.064392;0.3241103;10;7.1483;619.46;0.019374;1067.36;;;900
7000;0.2;0.995024876;1100000;70.8387;0.9795;1.0203;0.9994;4.0826;0.077923;0.3273484;10;8.1343;643.59;0.021207;1390;;;1100
7000;0.2;1.175938489;1300000;71.3506;1.0111;1.0784;0.99957;4.4412;0.092756;0.3249996;10;9.1089;668.7;0.023206;1750.35;;;1300
7000;0.4;0.086142451;100020;172.6437;0.6998;0.44359;0.99701;1.4528;0.017268;0.1343167;10;2.4357;482.06;0.013206;6.89;;;100.02
7000;0.4;0.258375678;300000;95.5448;0.7978;0.68405;0.99811;2.2798;0.028664;0.2427021;10;3.9819;540.52;0.01397;162.53;;;300
7000;0.4;0.43062613;500000;79.6196;0.8572;0.81029;0.99862;2.8173;0.03981;0.2912464;10;5.1177;573.75;0.015701;349.72;;;500
7000;0.4;0.602876583;700000;73.0549;0.89993;0.88409;0.99895;3.2934;0.051138;0.3174179;10;6.1643;598.08;0.017257;571.68;;;700
7000;0.4;0.775127035;900000;70.1782;0.93974;0.94532;0.9992;3.7439;0.06316;0.3304291;10;7.1946;619.76;0.018749;834.99;;;900
7000;0.4;0.947377487;1100000;69.5809;0.97254;0.99691;0.9994;4.14;0.076539;0.3332657;10;8.1879;643.44;0.020549;1134.71;;;1100
7000;0.4;1.119627939;1300000;69.9924;1.0038;1.0546;0.99957;4.5275;0.09099;0.3313062;10;9.1983;666.25;0.022331;1480.33;;;1300
7000;0.6;0.239616613;300000;92.1279;0.78847;0.64152;0.99811;2.3171;0.027639;0.2517036;10;4.0115;543.94;0.013253;14.26;;;300
7000;0.6;0.399361022;500000;77.0702;0.84687;0.77147;0.99862;2.862;0.038535;0.3008806;10;5.1553;577.05;0.014961;167.68;;;500
7000;0.6;0.559105431;700000;71.1678;0.89038;0.85319;0.99895;3.3362;0.049817;0.3258347;10;6.2057;602.45;0.016593;361.42;;;700
7000;0.6;0.71884984;900000;68.4042;0.92804;0.91259;0.9992;3.7997;0.061564;0.3389985;10;7.251;623.3;0.018003;597.64;;;900
7000;0.6;0.878594249;1100000;67.5748;0.96223;0.96738;0.9994;4.2341;0.074332;0.3431597;10;8.2836;643.92;0.019509;875.47;;;1100
7000;0.6;1.038338658;1300000;68.067;0.99215;1.0151;0.99957;4.6341;0.088487;0.340678;10;9.3066;665.91;0.02122;1199.65;;;1300
8000;0;0.101351762;100020;168.4902;0.70282;0.48634;0.99701;1.3008;0.016853;0.1376278;10;2.2154;476.34;0.014395;182.47;;;100.02
8000;0;0.303994488;300000;93.7697;0.80559;0.75041;0.99811;2.0806;0.028131;0.2472965;10;3.6793;534.9;0.015023;441.71;;;300
8000;0;0.506657479;500000;78.6227;0.86609;0.85619;0.99862;2.6012;0.039311;0.2949393;10;4.7793;567.36;0.016792;704.77;;;500
8000;0;0.709320471;700000;72.928;0.91778;0.93103;0.99895;3.0671;0.05105;0.3179703;10;5.8182;593.9;0.018493;1005.29;;;700
8000;0;0.911983463;900000;71.3907;0.95806;0.99791;0.9992;3.4707;0.064252;0.3248172;10;6.8145;622.19;0.02057;1342.8;;;900
8000;0;1.114646454;1100000;71.7258;0.99552;1.0639;0.9994;3.831;0.078898;0.3232995;10;7.7874;651.76;0.022883;1717.02;;;1100
8000;0.2;0.099433343;100020;167.2262;0.70043;0.47898;0.99701;1.3057;0.016726;0.1386681;10;2.219;477.04;0.014234;100.7;;;100.02
8000;0.2;0.298240382;300000;93.1365;0.80325;0.74223;0.99811;2.0878;0.027941;0.2489778;10;3.685;535.44;0.01487;311.17;;;300
8000;0.2;0.497067303;500000;78.2155;0.86442;0.85138;0.99862;2.6077;0.039108;0.2964747;10;4.7852;568.27;0.016663;541.68;;;500
8000;0.2;0.695894224;700000;72.477;0.91589;0.92574;0.99895;3.0812;0.050734;0.319949;10;5.8316;594.05;0.018295;814.21;;;700
