Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;;Power (kW)
3000;0;1.068815259;1300000;71.5843;1.0017;1.0317;0.99986;3.7111;0.09306;0.3239389;0;13.001;678.46;0.027865;1578.96;;;;1300
3000;0.2;0.080848485;100050;193.9191;0.68953;0.41201;0.9973;1.1843;0.019401;0.1195804;0;3.4993;491.82;0.018203;72.13;;;;100.05
3000;0.2;0.242432323;300010;105.1426;0.79968;0.66141;0.99839;1.9028;0.031544;0.2205474;0;5.7956;555.98;0.01842;237.87;;;;300.01
3000;0.2;0.404040404;500000;86.314;0.85957;0.79341;0.9989;2.3599;0.043157;0.2686578;0;7.4527;591.03;0.020321;414.09;;;;500
3000;0.2;0.565656566;700000;78.1529;0.90068;0.87244;0.99924;2.7444;0.054707;0.2967125;0;8.9218;615.94;0.02215;608.35;;;;700
3000;0.2;0.727272727;900000;73.852;0.93905;0.92818;0.99949;3.1065;0.066467;0.3139917;0;10.339;636.19;0.023774;827.96;;;;900
3000;0.2;0.888888889;1100000;71.9351;0.97059;0.97759;0.99969;3.4283;0.079129;0.3223592;0;11.697;657.36;0.025646;1071.01;;;;1100
3000;0.2;1.050505051;1300000;71.2265;0.99922;1.0237;0.99986;3.7286;0.092594;0.3255661;0;13.032;678.41;0.027594;1338.44;;;;1300
3000;0.4;0.230369347;300010;103.1689;0.79391;0.63242;0.99839;1.9226;0.030952;0.2247668;0;5.8233;558.13;0.017888;112.38;;;;300.01
3000;0.4;0.383936113;500000;84.8347;0.8523;0.7669;0.9989;2.3841;0.042417;0.2733427;0;7.4885;592.87;0.019768;259.11;;;;500
3000;0.4;0.537510558;700000;77.0263;0.89538;0.84961;0.99924;2.7679;0.053918;0.3010523;0;8.9595;618.43;0.021644;428.76;;;;700
3000;0.4;0.691085003;900000;72.9262;0.93179;0.90915;0.99949;3.129;0.065634;0.3179782;0;10.377;639.12;0.023307;625.06;;;;900
3000;0.4;0.844659449;1100000;70.7465;0.96428;0.96144;0.99969;3.4768;0.077821;0.327775;0;11.78;657.6;0.02487;850;;;;1100
3000;0.4;0.998233894;1300000;70.1413;0.99232;1.003;0.99986;3.7809;0.091184;0.3306032;0;13.124;678.41;0.026797;1099.65;;;;1300
3000;0.4;1.151808339;1500000;70.1019;1.0188;1.0475;1;4.0771;0.10515;0.3307889;0;14.467;698.06;0.028657;1373.72;;;;1500
3000;0.6;0.354911982;500000;82.3198;0.84167;0.71281;0.9989;2.4259;0.04116;0.2816934;0;7.549;595.76;0.018852;99.81;;;;500
3000;0.6;0.496876775;700000;75.0395;0.88777;0.81072;0.99924;2.8118;0.052528;0.309023;0;9.0292;622.2;0.020757;245.37;;;;700
3000;0.6;0.638841567;900000;71.2998;0.92074;0.87674;0.99949;3.1723;0.06417;0.3252313;0;10.45;643.43;0.022476;419.33;;;;900
3000;0.6;0.78080636;1100000;69.2703;0.95363;0.92791;0.99969;3.5234;0.076197;0.3347603;0;11.86;661.96;0.024029;622.38;;;;1100
3000;0.6;0.922771153;1300000;68.3516;0.98219;0.97475;0.99986;3.8659;0.088857;0.3392596;0;13.272;679.11;0.025539;855.37;;;;1300
3000;0.6;1.064735945;1500000;68.3989;1.0074;1.0134;1;4.1713;0.1026;0.3390247;0;14.636;698.12;0.027329;1113.48;;;;1500
4000;0;0.088870137;100050;185.4287;0.68848;0.43036;0.9973;1.0817;0.018552;0.1250558;0;3.2277;489;0.019056;144.2;;;;100.05
4000;0;0.266486054;300010;101.0682;0.79978;0.6892;0.99839;1.7668;0.030321;0.2294384;0;5.414;551.8;0.01907;356.27;;;;300.01
4000;0;0.44412862;500000;83.6275;0.86238;0.8208;0.9989;2.2081;0.041814;0.2772885;0;7.0177;587.03;0.021043;566.99;;;;500
4000;0;0.621780068;700000;76.2145;0.90763;0.89401;0.99924;2.5894;0.05335;0.3042587;0;8.4701;611.99;0.022894;797.53;;;;700
4000;0;0.799431515;900000;72.8029;0.94808;0.95545;0.99949;2.9365;0.065523;0.3185166;0;9.8659;635.09;0.024795;1054.64;;;;900
4000;0;0.977082963;1100000;71.6229;0.98167;1.0084;0.99969;3.2449;0.078785;0.3237643;0;11.212;659.34;0.026981;1336.43;;;;1100
4000;0;1.154734411;1300000;71.343;1.0133;1.0668;0.99986;3.5414;0.092746;0.3250344;0;12.551;682.38;0.029105;1644.03;;;;1300
4000;0.2;0.087334148;100050;183.9865;0.68418;0.42446;0.9973;1.0873;0.018408;0.126036;0;3.2349;489.49;0.01881;74.03;;;;100.05
4000;0.2;0.261880237;300010;100.4737;0.79761;0.67824;0.99839;1.7727;0.030143;0.230796;0;5.4222;552.41;0.018894;241.85;;;;300.01
4000;0.2;0.436452514;500000;83.1985;0.86086;0.81312;0.9989;2.2149;0.041599;0.278718;0;7.0284;587.78;0.02087;424.19;;;;500
4000;0.2;0.61103352;700000;75.8992;0.90542;0.88876;0.99924;2.5955;0.053129;0.3055227;0;8.4802;612.98;0.022746;630.09;;;;700
4000;0.2;0.785614525;900000;72.4045;0.946;0.95005;0.99949;2.9501;0.065164;0.3202691;0;9.8885;635.15;0.024545;865.94;;;;900
4000;0.2;0.960195531;1100000;71.2616;0.97938;1.0013;0.99969;3.2599;0.078388;0.3254058;0;11.238;659.33;0.026721;1128.46;;;;1100
4000;0.2;1.134776536;1300000;70.976;1.0104;1.0571;0.99986;3.5598;0.092269;0.3267149;0;12.58;681.88;0.028814;1417.27;;;;1300
4000;0.4;0.083118717;100050;179.5042;0.67123;0.40799;0.9973;1.1051;0.017959;0.1291832;0;3.2578;490.88;0.018057;2.48;;;;100.05
4000;0.4;0.249239844;300010;98.6591;0.79172;0.65476;0.99839;1.7913;0.029599;0.235041;0;5.4485;554.44;0.01836;126.49;;;;300.01
4000;0.4;0.415385893;500000;81.8624;0.85435;0.78969;0.9989;2.2371;0.040931;0.2832674;0;7.0624;589.76;0.02033;280.79;;;;500
4000;0.4;0.581540251;700000;74.904;0.89894;0.87142;0.99924;2.6162;0.052433;0.3095819;0;8.5147;615.64;0.022269;462.68;;;;700
4000;0.4;0.747694608;900000;71.3868;0.93914;0.93039;0.99949;2.9806;0.064248;0.324835;0;9.9397;636.82;0.023951;676.75;;;;900
4000;0.4;0.913848966;1100000;70.1691;0.9727;0.98201;0.99969;3.3058;0.077186;0.3304721;0;11.318;659.34;0.025944;922.06;;;;1100
4000;0.4;1.080003323;1300000;69.9868;1.003;1.0318;0.99986;3.6103;0.090983;0.331333;0;12.675;681.56;0.028;1195;;;;1300
4000;0.6;0.230457828;300010;95.7815;0.78416;0.60741;0.99839;1.8194;0.028735;0.2421025;0;5.4883;558.32;0.017548;7.99;;;;300.01
4000;0.6;0.384083577;500000;79.6051;0.8435;0.74316;0.9989;2.2745;0.039803;0.2912995;0;7.1176;592.73;0.019444;133.67;;;;500
4000;0.6;0.537717007;700000;73.1481;0.89075;0.83439;0.99924;2.6547;0.051204;0.3170136;0;8.5775;619.59;0.021431;292.28;;;;700
4000;0.6;0.691350438;900000;69.9452;0.92775;0.90147;0.99949;3.0163;0.062951;0.3315301;0;10.001;641.6;0.023189;483.52;;;;900
4000;0.6;0.844983868;1100000;68.4235;0.96347;0.95306;0.99969;3.3761;0.075266;0.3389032;0;11.439;660.55;0.024771;710.58;;;;1100
4000;0.6;0.998617299;1300000;68.2952;0.99198;0.99877;0.99986;3.6932;0.088784;0.3395397;0;12.823;681.68;0.026711;967.1;;;;1300
4000;0.6;1.15225073;1500000;68.8411;1.0198;1.0441;1;4.001;0.10326;0.336847;0;14.218;702.42;0.028676;1261.24;;;;1500
5000;0;0.096452328;100050;175.8638;0.68049;0.44458;0.9973;0.99174;0.017595;0.1318573;0;2.9807;486.57;0.019713;139.19;;;;100.05
5000;0;0.289212378;300000;96.7162;0.7982;0.71656;0.99839;1.645;0.029015;0.2397627;0;5.0657;548.6;0.019601;351.4;;;;300
5000;0;0.48202063;500000;80.8031;0.86399;0.83981;0.9989;2.072;0.040402;0.2869809;0;6.6215;583.81;0.02167;568.16;;;;500
5000;0;0.674828883;700000;74.2588;0.91401;0.91616;0.99924;2.4545;0.051981;0.3122719;0;8.0732;609.62;0.023536;813.74;;;;700
5000;0;0.867637135;900000;71.9084;0.95598;0.9773;0.99949;2.7836;0.064718;0.3224789;0;9.4482;636.62;0.025838;1087.15;;;;900
5000;0;1.060445387;1100000;71.3165;0.99264;1.0417;0.99969;3.0894;0.078448;0.3251552;0;10.804;662.93;0.028214;1391.13;;;;1100
5000;0.2;0.094798181;100050;174.6686;0.67642;0.43816;0.9973;0.9959;0.017475;0.1327596;0;2.9858;487.08;0.019497;75.64;;;;100.05
5000;0.2;0.284252416;300000;96.1616;0.79598;0.70598;0.99839;1.6508;0.028849;0.2411456;0;5.074;549.17;0.01942;246.26;;;;300
5000;0.2;0.473754027;500000;80.4211;0.86235;0.83247;0.9989;2.0784;0.040211;0.2883438;0;6.6319;584.54;0.0215;436;;;;500
5000;0.2;0.663255638;700000;73.9608;0.91154;0.90866;0.99924;2.4606;0.051773;0.3135302;0;8.0837;610.51;0.023383;657.18;;;;700
5000;0.2;0.852757248;900000;71.5278;0.95372;0.97078;0.99949;2.7969;0.064375;0.3241945;0;9.4707;636.56;0.025578;910.84;;;;900
5000;0.2;1.042258859;1100000;70.9314;0.99007;1.0329;0.99969;3.1056;0.078025;0.3269206;0;10.83;662.56;0.027922;1195.64;;;;1100
5000;0.4;0.090216411;100050;171.0001;0.6636;0.42034;0.9973;1.0094;0.017108;0.1356077;0;3.0028;488.57;0.018832;11.11;;;;100.05
5000;0.4;0.270513977;300000;94.5449;0.79006;0.67293;0.99839;1.6667;0.028364;0.2452689;0;5.096;551;0.01891;140.25;;;;300
5000;0.4;0.450856628;500000;79.2329;0.85784;0.81024;0.9989;2.0977;0.039616;0.292668;0;6.6622;586.7;0.020985;303.3;;;;500
5000;0.4;0.631199279;700000;73.0737;0.90456;0.88953;0.99924;2.4789;0.051152;0.3173362;0;8.1151;613.15;0.022929;500.81;;;;700
5000;0.4;0.81154193;900000;70.4245;0.9476;0.95391;0.99949;2.8359;0.063382;0.3292736;0;9.5372;636.75;0.024835;735.58;;;;900
5000;0.4;0.991884581;1100000;69.9149;0.98291;1.0089;0.99969;3.1498;0.076906;0.3316737;0;10.908;662.27;0.027133;1002.82;;;;1100
5000;0.4;1.172227232;1300000;70.2813;1.0163;1.0705;0.99986;3.4547;0.091366;0.3299447;0;12.29;686.72;0.029391;1308.9;;;;1300
5000;0.6;0.250530271;300010;91.836;0.78166;0.63027;0.99839;1.6946;0.027552;0.2525036;0;5.136;554.41;0.018065;31.49;;;;300.01
5000;0.6;0.417536534;500000;77.1768;0.84628;0.77122;0.9989;2.1325;0.038588;0.300465;0;6.7155;589.74;0.020106;167.6;;;;500
5000;0.6;0.584551148;700000;71.5228;0.89503;0.85865;0.99924;2.512;0.050066;0.3242175;0;8.1707;617.38;0.022145;342.02;;;;700
5000;0.6;0.751565762;900000;68.8958;0.93606;0.92173;0.99949;2.8818;0.062006;0.3365799;0;9.616;639.79;0.023908;555.36;;;;900
5000;0.6;0.918580376;1100000;68.221;0.97232;0.97833;0.99969;3.2223;0.075043;0.3399092;0;11.036;662.42;0.025876;806.08;;;;1100
5000;0.6;1.08559499;1300000;68.7002;1.0043;1.0291;0.99986;3.5374;0.08931;0.3375379;0;12.442;685.94;0.028054;1097.64;;;;1300
6000;0;0.105385677;100050;167.3884;0.67023;0.45783;0.9973;0.90278;0.016747;0.1385336;0;2.7411;484.36;0.020612;133.9;;;;100.05
6000;0;0.315999031;300000;92.7631;0.7974;0.74134;0.99839;1.5294;0.027829;0.2499801;0;4.7391;545.65;0.020217;347.55;;;;300
6000;0;0.526665052;500000;78.2551;0.86648;0.8571;0.9989;1.9473;0.039128;0.296325;0;6.2602;580.92;0.022331;572.91;;;;500
6000;0;0.737331072;700000;72.8311;0.92268;0.93621;0.99924;2.3221;0.050982;0.3183931;0;7.7037;609.21;0.024395;834.87;;;;700
6000;0;0.947997093;900000;71.3764;0.96583;1.0066;0.99949;2.6435;0.064239;0.3248823;0;9.0761;639.46;0.027011;1128.93;;;;900
6000;0;1.158663113;1100000;71.7239;1.006;1.0743;0.99969;2.9253;0.078896;0.3233085;0;10.407;671.25;0.029976;1454.51;;;;1100
6000;0.2;0.103426888;100050;166.3872;0.6666;0.45113;0.9973;0.90615;0.016647;0.1393673;0;2.7452;484.93;0.020412;76.8;;;;100.05
6000;0.2;0.310125601;300000;92.2512;0.79508;0.73231;0.99839;1.5349;0.027675;0.2513673;0;4.7468;546.14;0.020034;251.08;;;;300
6000;0.2;0.516876001;500000;77.9288;0.8648;0.85254;0.9989;1.9528;0.038964;0.2975656;0;6.2706;581.75;0.022171;450.47;;;;500
6000;0.2;0.723626402;700000;72.4224;0.92047;0.9307;0.99924;2.3324;0.050696;0.32019;0;7.7179;609.28;0.024157;688.82;;;;700
6000;0.2;0.930376803;900000;71.0313;0.96348;0.99851;0.99949;2.6563;0.063928;0.3264609;0;9.0989;639.32;0.026748;964.2;;;;900
6000;0.2;1.137127203;1100000;71.3142;1.0029;1.0695;0.99969;2.9498;0.078446;0.3251657;0;10.455;669.71;0.029549;1276.48;;;;1100
6000;0.4;0.098425971;100050;163.3973;0.65347;0.43213;0.9973;0.91619;0.016348;0.1419175;0;2.7576;486.6;0.019826;18.96;;;;100.05
6000;0.4;0.295130349;300000;90.7397;0.78878;0.70003;0.99839;1.55;0.027222;0.2555544;0;4.767;547.76;0.019516;153.79;;;;300
6000;0.4;0.491883915;500000;76.8681;0.86006;0.83136;0.9989;1.9696;0.038434;0.3016716;0;6.2961;584;0.021685;327.41;;;;500
6000;0.4;0.688637482;700000;71.5226;0.91186;0.91192;0.99924;2.3537;0.050066;0.3242182;0;7.7545;611.24;0.023638;543.19;;;;700
6000;0.4;0.885391048;900000;69.9893;0.95677;0.97764;0.99949;2.6939;0.06299;0.3313209;0;9.1637;639.11;0.025986;800.77;;;;900
6000;0.4;1.082144614;1100000;70.1556;0.99561;1.0456;0.99969;3.0074;0.077171;0.3305358;0;10.558;667.09;0.028511;1099.9;;;;1100
6000;0.6;0.273547916;300000;88.3109;0.78015;0.65405;0.99839;1.5747;0.026494;0.2625829;0;4.8028;550.9;0.018692;54.25;;;;300
6000;0.6;0.455913194;500000;75.03;0.85048;0.79556;0.9989;2.0007;0.037515;0.3090622;0;6.3454;587.28;0.020835;202.19;;;;500
6000;0.6;0.638278472;700000;70.1312;0.90072;0.8829;0.99924;2.3835;0.049092;0.3306509;0;7.8059;615.47;0.022886;395.09;;;;700
6000;0.6;0.820643749;900000;68.2662;0.94687;0.95036;0.99949;2.7562;0.06144;0.339684;0;9.2718;639.41;0.02477;634.21;;;;900
6000;0.6;1.003009027;1100000;68.5343;0.98411;1.0071;0.99969;3.0796;0.075388;0.338355;0;10.686;666.42;0.027202;917.06;;;;1100
7000;0;0.116380514;100050;159.5216;0.65925;0.47229;0.9973;0.82037;0.01596;0.1453655;0;2.5193;482.65;0.021616;129.08;;;;100.05
7000;0;0.348967058;300000;89.2172;0.79773;0.76165;0.99839;1.419;0.026765;0.2599156;0;4.4297;542.99;0.020959;344.47;;;;300
7000;0;0.581611763;500000;76.1395;0.87103;0.87433;0.9989;1.8338;0.03807;0.3045585;0;5.9379;578.73;0.023067;583.01;;;;500
7000;0;0.814256468;700000;71.9818;0.93064;0.95941;0.99924;2.1962;0.050387;0.3221501;0;7.3686;611;0.025492;863.42;;;;700
7000;0;1.046901173;900000;71.5135;0.97756;1.0428;0.99949;2.5039;0.064362;0.3242595;0;8.7364;645.8;0.028561;1180.52;;;;900
7000;0.2;0.114122438;100050;158.7212;0.65542;0.4653;0.9973;0.82286;0.01588;0.1460985;0;2.5224;483.31;0.021443;77.88;;;;100.05
7000;0.2;0.342196215;300000;88.7498;0.79545;0.75332;0.99839;1.4241;0.026625;0.2612843;0;4.4371;543.44;0.020774;256.21;;;;300
7000;0.2;0.570327026;500000;75.8082;0.86852;0.86764;0.9989;1.8395;0.037904;0.3058897;0;5.947;579.32;0.022895;469.17;;;;500
7000;0.2;0.798457836;700000;71.6288;0.92861;0.95295;0.99924;2.2063;0.05014;0.3237375;0;7.3853;611.02;0.025251;727.91;;;;700
7000;0.2;1.026588646;900000;71.1226;0.97518;1.0343;0.99949;2.52;0.06401;0.3260418;0;8.7646;644.93;0.028223;1027.7;;;;900
7000;0.4;0.10799171;100050;156.3207;0.64239;0.44541;0.9973;0.83033;0.01564;0.148342;0;2.5317;485.2;0.020928;26.18;;;;100.05
7000;0.4;0.323813225;300000;87.3343;0.78842;0.72787;0.99839;1.4396;0.0262;0.265519;0;4.4593;544.77;0.020222;167.42;;;;300
7000;0.4;0.539688708;500000;74.8793;0.86365;0.85294;0.9989;1.8536;0.03744;0.3096843;0;5.9685;581.86;0.022448;354.84;;;;500
7000;0.4;0.755564191;700000;70.5669;0.92279;0.93589;0.99924;2.2366;0.049397;0.328609;0;7.4358;611.18;0.024539;593.26;;;;700
7000;0.4;0.971439674;900000;69.9761;0.9683;1.0099;0.99949;2.5649;0.062978;0.3313836;0;8.8388;643.05;0.027292;876.41;;;;900
7000;0.4;1.187315157;1100000;71.3232;1.0117;1.0814;0.99969;2.8556;0.078456;0.3251246;0;10.225;677.71;0.030536;1211.8;;;;1100
7000;0.6;0.30012305;300000;85.1184;0.77943;0.67303;0.99839;1.4616;0.025536;0.2724314;0;4.4897;547.56;0.019413;76.25;;;;300
7000;0.6;0.500205084;500000;73.2679;0.8563;0.81923;0.9989;1.8806;0.036634;0.316495;0;6.0129;585.48;0.021646;239.14;;;;500
7000;0.6;0.700287118;700000;69.1354;0.90945;0.90493;0.99924;2.2703;0.048395;0.3354131;0;7.4915;614.22;0.023688;454.7;;;;700
7000;0.6;0.900369151;900000;68.3662;0.95746;0.97573;0.99949;2.6253;0.06153;0.3391871;0;8.9462;642.71;0.026046;722.15;;;;900
7000;0.6;1.100451185;1100000;69.4447;0.99903;1.0472;0.99969;2.9554;0.076389;0.3339195;0;10.408;672.5;0.028731;1048.89;;;;1100
8000;0;0.129412373;100050;152.5591;0.64435;0.48503;0.9973;0.73977;0.015263;0.1519997;0;2.3053;481.25;0.022925;124.02;;;;100.05
8000;0;0.388043099;300000;86.0789;0.79938;0.77939;0.99839;1.3152;0.025824;0.2693917;0;4.1425;540.96;0.021817;342.92;;;;300
8000;0;0.646738498;500000;74.3965;0.87866;0.89637;0.9989;1.7278;0.037198;0.3116938;0;5.6422;577.78;0.023922;597.05;;;;500
8000;0;0.905433897;700000;71.6055;0.94045;0.99013;0.99924;2.0777;0.050124;0.323843;0;7.0664;614.81;0.026805;899.11;;;;700
8000;0;1.164129296;900000;72.6543;0.99553;1.072;0.99949;2.3517;0.065389;0.3191681;0;8.4019;659.05;0.030894;1241.31;;;;900
8000;0.2;0.126860751;100050;151.8968;0.64073;0.47793;0.9973;0.74167;0.015197;0.1526624;0;2.3077;481.93;0.022767;78.48;;;;100.05
8000;0.2;0.380392057;300000;85.6446;0.7969;0.7724;0.99839;1.3201;0.025693;0.2707577;0;4.1497;541.31;0.021626;262.3;;;;300
8000;0.2;0.633986762;500000;74.0732;0.8757;0.89117;0.9989;1.7339;0.037037;0.3130541;0;5.6522;578.17;0.023733;491.47;;;;500
8000;0.2;0.887581467;700000;71.2179;0.93849;0.98272;0.99924;2.09;0.049853;0.3256053;0;7.0871;614.26;0.026503;773.43;;;;700
8000;0.2;1.141176172;900000;72.1657;0.99187;1.0645;0.99949;2.3751;0.064949;0.3213289;0;8.444;656.65;0.030384;1102.63;;;;900
8000;0.4;0.119833275;100050;149.8617;0.62926;0.45773;0.9973;0.74763;0.014994;0.1547355;0;2.3151;483.86;0.022283;32.56;;;;100.05
8000;0.4;0.359320166;300000;84.3265;0.78967;0.75078;0.99839;1.3351;0.025298;0.2749899;0;4.1715;542.38;0.021054;181.3;;;;300
8000;0.4;0.598866944;500000;73.193;0.86852;0.87067;0.9989;1.749;0.036597;0.3168189;0;5.6768;580.04;0.023249;385.85;;;;500
8000;0.4;0.838413721;700000;70.2066;0.93215;0.96139;0.99924;2.1203;0.049145;0.3302956;0;7.1385;613.9;0.025754;648.58;;;;700
8000;0.4;1.077960499;900000;70.8453;0.98247;1.0501;0.99949;2.4367;0.063761;0.327318;0;8.5546;651.45;0.029074;968.7;;;;900
8000;0.6;0.33116238;300000;82.2166;0.77894;0.70592;0.99839;1.3583;0.024665;0.2820469;0;4.205;544.58;0.020176;98.15;;;;300
8000;0.6;0.5519373;500000;71.7504;0.86066;0.84448;0.9989;1.7719;0.035875;0.3231888;0;5.7132;583.97;0.022501;278.19;;;;500
8000;0.6;0.77271222;700000;68.5822;0.92171;0.93325;0.99924;2.1662;0.048008;0.338119;0;7.2142;614.43;0.024631;520.45;;;;700
8000;0.6;0.99348714;900000;69.0712;0.97122;1.0114;0.99949;2.5103;0.062164;0.3357253;0;8.683;648.15;0.027524;827.56;;;;900
8000;0.6;1.21426206;1100000;71.5051;1.018;1.0884;0.99969;2.8177;0.078656;0.3242976;0;10.152;685.42;0.031026;1200.99;;;;1100
0;0;0.073750553;100050;233.0563;0.70808;0.38646;0.9973;1.4616;0.023317;0.0994993;10;4.3336;513.61;0.017726;163.91;;;;100.05
0;0;0.221244287;300140;124.1618;0.82472;0.61026;0.99839;2.258;0.037266;0.1867638;10;6.9528;584.61;0.018338;377.08;;;;300.14
0;0;0.368693793;500170;98.9924;0.87237;0.74096;0.9989;2.7751;0.049513;0.2342497;10;8.8105;618.86;0.019824;575.32;;;;500.17
0;0;0.516017986;700030;87.8876;0.90986;0.83237;0.99924;3.1798;0.061524;0.2638477;10;10.374;644.18;0.021498;772.95;;;;700.03
0;0;0.663423264;900000;81.5555;0.93897;0.89222;0.99949;3.5391;0.0734;0.284333;10;11.808;663.74;0.023044;978.61;;;;900
0;0;0.810850656;1100000;77.6264;0.96831;0.93821;0.99969;3.8742;0.085389;0.2987249;10;13.18;680.5;0.024489;1197.16;;;;1100
0;0;0.958278048;1300000;75.0994;0.99362;0.97715;0.99986;4.1994;0.097629;0.3087766;10;14.531;695.46;0.025832;1432.99;;;;1300
0;0;1.10570544;1500000;73.6901;1.0145;1.0132;1;4.4915;0.11054;0.3146817;10;15.827;711.42;0.027344;1679.68;;;;1500
0;0.2;0.072605225;100050;230.3135;0.70265;0.38193;0.9973;1.4725;0.023043;0.1006842;10;4.3475;514;0.017387;62.67;;;;100.05
0;0.2;0.217714078;300010;123.4199;0.823;0.60016;0.99839;2.2644;0.037027;0.1878865;10;6.9616;585.69;0.018169;220.9;;;;300.01
0;0.2;0.362844702;500000;98.3314;0.86977;0.72905;0.9989;2.786;0.049166;0.2358242;10;8.826;619.42;0.019608;383.7;;;;500
0;0.2;0.507982583;700000;87.3623;0.90826;0.82335;0.99924;3.1907;0.061154;0.2654341;10;10.391;644.97;0.021296;553.54;;;;700
0;0.2;0.653120464;900000;81.1197;0.93691;0.88416;0.99949;3.5497;0.073008;0.2858608;10;11.825;664.61;0.022853;734.47;;;;900
0;0.2;0.798258345;1100000;77.2667;0.96581;0.93293;0.99969;3.8839;0.084993;0.3001153;10;13.196;681.58;0.024315;929.9;;;;1100
0;0.2;0.943396226;1300000;74.71;0.99209;0.96964;0.99986;4.2142;0.097123;0.310386;10;14.556;696.1;0.025607;1144.12;;;;1300
0;0.2;1.088534107;1500000;73.259;1.0122;1.0074;1;4.513;0.10989;0.3165334;10;15.864;711.5;0.027055;1371.85;;;;1500
0;0.4;0.207490145;300010;120.8038;0.81766;0.57224;0.99839;2.2876;0.036242;0.1919553;10;6.9934;588.49;0.017604;63.04;;;;300.01
0;0.4;0.345805381;500000;96.2131;0.86259;0.70449;0.9989;2.8196;0.048107;0.2410163;10;8.8741;621.31;0.018958;189.94;;;;500
0;0.4;0.484127533;700000;85.7414;0.90206;0.79358;0.99924;3.2244;0.060019;0.270452;10;10.442;647.04;0.020683;332.47;;;;700
0;0.4;0.622449685;900000;79.777;0.93144;0.86018;0.99949;3.5834;0.071799;0.2906719;10;11.878;667.11;0.022264;489.11;;;;900
0;0.4;0.760771838;1100000;76.092;0.95792;0.90983;0.99969;3.9186;0.083701;0.3047486;10;13.252;684.12;0.023734;662.02;;;;1100
0;0.4;0.89909399;1300000;73.7239;0.9843;0.95137;0.99986;4.2452;0.095841;0.3145374;10;14.61;699.39;0.025086;853.83;;;;1300
0;0.4;1.037416142;1500000;72.137;1.0071;0.98579;1;4.5634;0.10821;0.3214567;10;15.951;713.12;0.026347;1063.1;;;;1500
0;0.6;0.455077363;700000;82.9041;0.88985;0.73952;0.99924;3.2857;0.058033;0.2797079;10;10.532;649.97;0.019629;104.55;;;;700
0;0.6;0.585099467;900000;77.4568;0.92309;0.81402;0.99949;3.6443;0.069711;0.299379;10;11.973;670.9;0.021258;237.58;;;;900
0;0.6;0.715121571;1100000;74.0688;0.94797;0.87052;0.99969;3.9799;0.081476;0.313073;10;13.353;688.22;0.022746;388.34;;;;1100
0;0.6;0.845143674;1300000;71.9298;0.97133;0.91564;0.99986;4.307;0.093509;0.3223828;10;14.714;703.75;0.024126;558.65;;;;1300
0;0.6;0.975165778;1500000;70.541;0.99547;0.95637;1;4.6236;0.10581;0.3287297;10;16.058;718.16;0.025428;747.22;;;;1500
0;0.6;1.105187882;1700000;69.6091;1.0175;0.98614;1.0001;4.9451;0.11834;0.333131;10;17.417;730.68;0.026589;955.72;;;;1700
1000;0;0.078618576;100050;220.4254;0.70879;0.39846;0.9973;1.3532;0.022053;0.1052008;10;4.0285;511.58;0.018108;158.38;;;;100.05
1000;0;0.235745717;300010;117.8677;0.82053;0.63375;0.99839;2.1189;0.035362;0.196737;10;6.5299;580.67;0.018543;370.4;;;;300.01
1000;0;0.392896433;500000;94.9459;0.87296;0.76699;0.9989;2.6045;0.047473;0.244233;10;8.298;615.81;0.020252;568.51;;;;500
1000;0;0.550055006;700000;84.7491;0.91133;0.85169;0.99924;2.9962;0.059324;0.2736187;10;9.8145;641.06;0.022;770.31;;;;700
1000;0;0.707213579;900000;79.0934;0.94407;0.9123;0.99949;3.3475;0.071184;0.2931841;10;11.222;661.07;0.023628;983.87;;;;900
1000;0;0.864372152;1100000;75.6089;0.97477;0.95542;0.99969;3.6869;0.08317;0.3066959;10;12.597;677.8;0.025065;1216.22;;;;1100
1000;0;1.021530725;1300000;73.73;0.99926;0.99806;0.99986;3.993;0.095849;0.3145116;10;13.919;695.28;0.026672;1463.07;;;;1300
1000;0.2;0.077109827;100050;218.0393;0.70348;0.3937;0.9973;1.3628;0.021815;0.1063521;10;4.0409;511.98;0.017786;65.72;;;;100.05
1000;0.2;0.23122158;300010;117.1004;0.81866;0.62364;0.99839;2.1256;0.035131;0.1980261;10;6.5392;581.64;0.018364;225.5;;;;300.01
1000;0.2;0.385356455;500000;94.3226;0.87038;0.75637;0.9989;2.6144;0.047161;0.2458469;10;8.3123;616.39;0.020044;390.7;;;;500
1000;0.2;0.539499037;700000;84.269;0.90957;0.84392;0.99924;3.0061;0.058988;0.2751775;10;9.83;641.86;0.021803;565.9;;;;700
1000;0.2;0.693641618;900000;78.6898;0.94147;0.90408;0.99949;3.3575;0.070821;0.2946879;10;11.238;661.89;0.023437;755.59;;;;900
1000;0.2;0.8477842;1100000;75.2632;0.97201;0.9481;0.99969;3.6964;0.08279;0.3081043;10;12.614;678.79;0.024886;964.87;;;;1100
1000;0.2;1.001926782;1300000;73.299;0.99701;0.99246;0.99986;4.0121;0.095289;0.3163607;10;13.951;695.35;0.026389;1192.39;;;;1300
